cluster,topk_rank,cid,probability,text
20,3,bafyreibklecbpiys57wlcgzaykhdpkylfvaj3sp3qwlr2z35ovfc7i6uza,1.0,"Wondered what ever happened to Cleantechnica's oddly obfuscatory, panglossy pleonasm greenwashing. AI?"
20,4,bafyreihvx6oe6mpdpjpmht5rqd2jf5nxmrn77yvgjlgwk3fcr6puqvcwdq,1.0,"
""Greenwashing involves making an unsubstantiated claim to deceive consumers into believing that a company’s products are environmentally friendly or have a greater positive environmental impact than they actually do"" www.investopedia.com/terms/g/gree..."
20,5,bafyreih3usr3ywyfke6ghgrn5obucxtf7wju4dysp7v5qnqkkttd45f3sm,1.0,In other words this is textbook greenwashing for industrial profiteering.
21,1,bafyreiek6iq7iacukml2jfplz4zaauqrvzkyyloweqhhrwacuvzt5lgfve,1.0,"Emerging markets are a hotbed of innovation and opportunity. From AI-driven startups in India to renewable energy booms in Africa, these regions are shaping the future of global commerce. 🌍 #EmergingMarkets #FutureIn... learn how i got $1256 grant for my business: tinyurl.com/financialhel..."
21,2,bafyreicdf5nwovip57tfmngh4izyn56rhegbrxsjfjb5spke4vj2pkcxca,1.0,"Standard Chartered has agreed a syndicated bank guarantee totalling more than US$300mn with Envision Group, which it says is a milestone for sustainable trade.



The deal is the “wor...

» Read more: https://www.gtreview.com/?p=116938

#GlobalTradeReview #TradeFinance #News"
21,3,bafyreids52eamirrzprvveohhu6hslpc7wdbhulwwz7xno3r7gd2c6nkse,1.0,This Tech Startup Won $1 Million to Work on Climate Change—and Maybe Even Beer
21,4,bafyreiaupvybdhf7uoftcd6rwbfgpoerb6sfvz4lhvfy7wymjimwoby34a,1.0,💡 Wealth management in 2025: AI-driven portfolios & sustainable assets dominate as Millennials prioritize ESG investing. Forbes predicts a shift towards bundled finance services & global market expansion. Stay tuned!... learn how i got $1256 grant for my business: tinyurl.com/financialhel...
21,5,bafyreig6ryj4yi3gdlua7yrkkfhhxht7ppna25vbgkmpuq7repg3zr2oqu,1.0,"New #EU rules are strengthening #ESG requirements for banks, aiming to improve risk management and align portfolios with climate goals. Banks must now reflect ESG factors in executive pay and plan for transition risks. A step forward for sustainable finance!
#Eurostock #Nasdaq100"
22,1,bafyreibshk3s6p4yzmr2oc7wfmcxlvn5lc3cgbj6i2nhds4lr5vtag77xe,1.0,"But, you know, let's not even consider ending fracking."
22,2,bafyreibjd7c6ws7wf3g35afcp2uybdhuzlavyibgohltgbj7nsaeyzkana,1.0,"Proof of life,if that's what you want to call it.  It's too fracking cold and i don't wanna,but the bills say I gotta.
-1F outside.
Not a fan."
22,3,bafyreibqvnkwb6qnszflwlxvznggmdnmkzbmr5bmnf47s7dkezsv6ub5e4,1.0,"I truly believe the crooked promoters of fracking are using this practice to get rid of toxic waste. There must be a good reason that they demand that the components of their fracking fluids be kept secret. 
It's not competitive trade secrets. It's their criminal activity kept secret."
22,4,bafyreifbq3sfrogqivnolxsykw5lsaxbynks7kbt5npaa5qtayesgmlkje,1.0,too busy fracking
22,5,bafyreiannc2wxkxhecmzvmmhwtdm346ayma6f2dsxyz2m3puztwjyxv7gu,1.0,Fracking should be outlawed EVERYWHERE!
23,1,bafyreib7r5f4pspgj4z5ggel4y3hvnpcu2rtnjhgc6o4uea7wdvmz4y2ha,1.0,"Congrats to our 2024 AES Senior Book Prize Joint Winners! 🎉🎉🎉

Suzana Sawyer - The Small Matter of Suing Chevron 
@dukepress.bsky.social 
 
Adriana Petryna - Horizon Work: At the Edges of Knowledge in an Age of Runaway Climate Change 
@princetonupress.bsky.social"
23,2,bafyreia6ymr44cfmnhkxieffqimv3mhfhmdrcydshlp7xbajcdqwmgjcwu,1.0,It really did come as a huge surprise to win this award for my paper at such a prestigious conference. The work that EURA do to bring together academics and practitioners in climate change resilience and sustainability is far reaching and impactful Thank you @EURA eura
23,3,bafyreifhrigu75alyfmdkmylkixttpanu3c43jiy3fd7yiwotwabg3rbvq,1.0,"Just two days left to vote for EmpowHer Institute’s SXSW EDU Panel Picker proposal. This session explores how our STEAM Camp equips BIPOC girls with tools in marine science, coding, research, & scuba and sailing certification to investigate climate change & lead solutions. Go vote now!"
23,4,bafyreigob2xacjxylhk53nwg7wwe6rduofo4hunuwalwog2ur5mrkhicia,1.0,"📣 #JobAlert TWO Research Associate positions in Oceanography & Climate Change going at @imas-utas.bsky.social. One focussed on Earth's energy balance and another on water cycles. Applications close 11 Sep.  
🌏⚡ careers.utas.edu.au/cw/en/job/50...
🌊💦 careers.utas.edu.au/cw/en/job/50..."
23,5,bafyreigze6m2dyf3zddf6s3r2an4t4rqd7xye7qu6q2ya7tru4et3zq5kq,1.0,"I am honored to join the panel for the Cities, Climate Change, and Health webinar hosted by the Global Health Institute at University of Wisconsin-Madison on May 20th, 2025.  

www.moreno-web.net/20th-of-may-..."
24,1,bafyreicwsxe7d234o6trdsrobfzw5dqjs5vy2jwofidj7ibsvcogijjsp4,1.0,Such a timely call for papers on the @corteidh.bsky.social Advisory Opinion on Climate Change - edited by our @cam.ac.uk @landeconomy.bsky.social colleagues Jorge Vinuales and Sol Meckievi - www.linkedin.com/posts/solmec...
24,2,bafyreifduvutjpyy565mujxgiuzj65vtgg6w6oyhfudxzltgfhtxzjnwty,1.0,Morning with @oulibrary.bsky.social colleagues and @taipawb.bsky.social talking equity in climate change responses in Wales. Blue sky after the storms.
24,3,bafyreiccs45stsrdu33l2k7272gcmocze6entdlnlf53rjc4yzqh2d64e4,1.0,"📣 I had the honor of moderating a panel at #HOP25 - the new climate and sustainability symposium hosted by @jhuartssciences.bsky.social  titled “New Techniques for Communicating Climate Change through Storytelling.”

Watch here: 
youtu.be/fVQHuT-h7N0?...

#greensky #climatechange #storytelling"
24,4,bafyreihbuejsqlqrajuwboadgaxwsotbibj2sudcvliadveozvwzfzyx6m,1.0,"🔔New blog: Research Analyst Jamie Buell informs in her new blog about the intersectionality of climate change in CA, and how truly damaging and pervasive bad actors' activities are to BIPOC communities. #ResistReinvestRebuild

🔗 rise-economy.org/bankrolling-..."
24,5,bafyreie7kxhyuzrljegigr2zlaqsn3mwmva6rxgns2xbffpyuhy2l4yhae,1.0,"In the latest episode of the Language-on-the-Move podcast @newbooksnetwork.bsky.social, we explore the tension between two colliding forces - rapidly progressing climate change and global economic extraction as they play out in the Cold Rush in the heating Arctic
www.languageonthemove.com/cold-rush/"
25,1,bafyreiajtztg5lbqgxf6kkfjzw4n4abtmsk46rnxk5tfjnnsnmtinmu6di,1.0,"Two diagrams from yesterday as I sort out an approach to new project. 

#ClimateCollapse as accepted pathway (Change and Crisis are in the rear view mirror of probabilities) and thus adaption and prepping at community level. 

How to build communities to recognise & support that change seems hard."
25,2,bafyreiaozk4em6pjbyu6fsp5cdgme3zvbrz6svhw3kzzxazdzcz6arvwrq,1.0,"Call on your local leaders to sign on and say Elbows Up for Climate! Mobilizing local governments, community groups, residents and civil society organizations is crucial in the creating the just and sustainable future for all 🌍📣🗳️"
25,3,bafyreief7wlex4lb662o3suclfrkyq4o6r2oszh37ajkcrjjwbdikd5jxy,1.0,"Get Carbon Literate – Take Climate Action!
Reducing the causes of climate change and dealing with its impacts are more urgent than ever — we’re here to help you be part of the solution.
Book now: www.eventbrite.co.uk/o/community-...
#ClimateAction #ClimateLiteracy #communityenergy"
25,4,bafyreib6efp6drvazgr4ccptf6zbnryouxno5imp3zv4qtlzukj4w673vi,1.0,"standing up in local town meetings and leading with “we have to act on climate change” is 100% a nonstarter in my area

lucky for me, there are lots of actions we can take as a community that are low-hanging fruit on climate action and have other large benefits for us

I don’t care *why* ppl do them"
25,5,bafyreiavghistuhewtkttwmkit4lqalx4qj57bf3bgoywlb5g7lxkodjc4,1.0,"France, Barbados, Kenya urge global levies to tackle climate change
->Energy Daily | #ClimateChange | More info from EcoSearch"
26,1,bafyreifcb2lm77fcsjmgy5a2snpfeu26ahah3ccgocfwxedsl2z5xzflrq,1.0,"A challenging, gripping, and inspirational book. The audiobook is read by Klein and highly recommended but whatever way you consume, this is essential reading, as we fumble between the crises of climate change, injustice, and inequality, and try to establish a post-Covid “new normal”."
26,2,bafyreidqybudbydmmb6ynuxsdikipj2oz23jverpfrhioocgnjk6iuyyi4,1.0,Looks like a great read. Maybe also covers how our refusal to look at global solutions for climate change is rooted in racism/tribalism and will/is already backfiring on us. And then we’ll complain about climate migration.
26,3,bafyreihjq4upnt6anxqugjxl73dmsq4rhha3xm5ccuuzbzwlmbct3vqiua,1.0,"Thanks for the reply. I also enjoyed James, but was expecting the Booker jury to swerve us and not give the prize to the obvious choice. I hear that ultimately Orbital is about climate change, is that true? I prefer to read fiction about climate change than non-fiction."
26,4,bafyreigtwpmjr2ybnglut6lhjh5wjqb72adfx2wkn2xerrk4n5yurqtjlq,1.0,"Eight years ago, I read a book called America City, a futuristic novel about a presidential campaign in which one candidate argues in favour of annexing Canada and Greenland, in order to alleviate the effects of climate change in the United States. It seemed preposterous back then. Not anymore."
26,5,bafyreihopcvfysqpzl6u77veypjkskeu7so35uu46pxevmkhyr7wdbtmc4,1.0,"Thanks. There are tons of books about the environment. Most non-fiction. Very few serious novels about climate change, since nobody started to take it seriously until twenty years ago. But since it is literally the end of the world, I wonder why fiction writers don’t seem more seized by the topic."
27,1,bafyreigywgpk4wyllavzxkl7bemxj7nivbfazvktxwxbg4racihhih27dm,1.0,"Pakistan, UNICEF join hands to protect children from climate change risks www.nation.com.pk/17-Nov-2024/..."
27,2,bafyreieravxi2xe7jip47z3s6q3wxnsebl6ltp5sees4gie24nivrbq2vi,1.0,"Kids are growing up with climate change, but aren't learning about it in school! 🤯 Let's demand climate education for every UK child. Sign the petition: you.38degrees.org.uk/petitions/te..."
27,3,bafyreibo5nlwszbbhlku34jrn4lgeiwbpbdowewt5mr4iovwbmpafhqjmq,1.0,Apparently a Year 6 teacher at my kid’s school did this a while back. Also told them we’d probably all be killed by climate change. I am very relieved she isn’t working there now my kid is in year 6 😂
27,4,bafyreif3reucbg6vidmavp7w2sbjtuz4velarnjscjiv5acedunvpa7zna,1.0,"is it worse that a child *might* stumble upon an 18+ game on the internet or that they need to participate in active shooter drills in school, that their summer camp could be swept away in a flood because no one did anything about climate change, that they may die from vaccine-preventable disease?"
27,5,bafyreibqf35ughzdb56uyf62f6ts6zvafwxkariwscix6wcpf7e23h2yla,1.0,I'm worried about children growing up without a planet due to climate change but your stuff is cool too.
28,1,bafyreidkpdvkmuj4ransz6r4lmhxqwbjg34qh3fyvszx4ltdnr4rg5rmbe,1.0,"Yep... insurance companies believe in climate change 

You should too...

Get ready for self-insurance"
28,2,bafyreihmll2jaeu7sck3xb2h2jbql6y6mov4hawym7ukkr6kuep2fnl44a,1.0,Peeps call your insurance companies and ask them is climate change real.
28,3,bafyreicqb2sjuwxfjnxg6quezl5enf4dickcm4croodpra573xnzmmql6u,1.0,"Interesting. I think insurers have long been the invisible canary in the coal mine, and they just might have the pull to make us start taking climate change seriously."
28,4,bafyreiactgplzghfqdqkdza6n3vh7djv5d46m6fbli4vzlfuv42nbk33de,1.0,"Mostly because the business isn't letting actuaries and underwriters do their jobs properly, and legislation hasn't caught up to require that retail insurance products are actually useful for the people who pay into them, particularly in the face of climate change."
28,5,bafyreigdt4ofdij2a2jdqmgmskgvfsp7vehnpuvyqgm7otvlqpygd2773y,1.0,"Daniel, So sorry to hear of this, hopefully you can get through this   As well of the insurance issues. Thanks for everything you do to educate and generate awareness of climate change."
29,1,bafyreiaur7guzkmdnb3ovbxroj5q7lgy3af3ccu3si7aivvhrrihox4jnu,1.0,The rich and powerful don't fucking care they will always have the money to ignore the effects of climate change. They will drive us to extinction over there delusions of grandure
29,2,bafyreiasg3r5ys5jjsmgdidfyigtpxxaux3643jg7k52wq7prg7f3a4ta4,1.0,"Talking to a family member years ago: ""We can't mess with the economy to prevent climate change! It's unproven!""

Me: Where does that economy take place in, huh?"
29,3,bafyreibpanyclzhxpcw23bkwvhluhgx27zdp2ffxwtujmnyhvjo74a7f6m,1.0,"Yes. I don't know that there is a Hail Mary. End stage capitalism sucks. That, and climate change. We will be re shaped in ways we cannot imagine."
29,4,bafyreibjemnwxkfig5mmcpyf6xdtjltj3w3o2syxhgqyzjcw4m6q57lqge,1.0,"""climate change is the final boss of capitalism"" is a zoomer meme but I think it holds some water

it's the biggest social coordination challenge in history. industrial society is built on two centuries of unpriced externalities. will we pay a carbon tax or will we maximize capital into our graves?"
29,5,bafyreiaygqjzrjnggxnvjkjj4xajnpt376sp7gsfe45p5gh4nomvfzwbgy,1.0,"Rich folk are confused. They still think somehow their $$ is going to save them from the horrors of climate change. Private firefighters or not, their homes will burn, their crops will fail, their livestock will starve, their homes/bunkers will flood."
30,1,bafyreif2x7oykeorgwbh6mht7g3u3qd4dyb4yt5btshkx4e44zf4ozsbju,1.0,US: New aviation biofuel can cut greenhouse gas emissions by up to 70% https://interestingengineering.com/transportation/waste-streams-turned-sustainable-aviation-fuel
30,2,bafyreib6jxuv67gcy2yydvcknizbqjcs6a3nzoruydynd4eyxxiyolt4gq,1.0,"Turkey to set sustainable aviation fuel mandates for airlines, suppliers
www.reuters.com/sustainabili..."
30,3,bafyreieo3gt22jyv6zz4hatqhraqhfbaw5bvba6vfnaawkkzs7syvgbaw4,1.0,"1/ The U.S. government has a goal of producing 3 billion gallons of #sustainable #aviation #fuel by 2030. The only feasible pathway to do so is through the conversion of part, or all, of the production capacity at HEFA #renewable #diesel plants.

farmdocdaily.illinois.edu/2025/01/esti..."
30,4,bafyreid5aumjkpqgqzy4bdk363xeoshdtqgxfcmqtrlru6fe4ceyd6n5kq,1.0,"1/ New @lut.fi & @DTUtweet research compares the decarbonisation & defossilisation paths of maritime & aviation sectors. The study explores key similarities, differences, & challenges in adopting sustainable fuels & compares the levelised cost of mobility doi.org/10.1016/j.rs..."
30,5,bafyreiaueqnik7sspcb7xfnpcszu2vlcbtbodgziht6epcqarrnkhivxry,1.0,"Sustainable air travel is coming for your fossil fuels.

cleantechnica.com/2025/05/16/s...

#fuel #energy #travel #sustainabletravel #sustainableflight #gogreen #aviation #greenfuel #aviationfuel #saf #greenhydrogen #greenjetfuel #gogreen  #efuels #electrofuels #sustainable #sustainability  #biofuel"
31,1,bafyreicnlclkkas3b2v6ualqpaps75g27kdexa2fvsvudgoieg2mzg4k2u,1.0,"Aquaculture has been promoted as a sustainable way to meet the protein needs of a growing population, but unless done right, it's an ecological and social disaster.

Learn more about the pitfalls of aquaculture in our co-published article with The Bittman Project: bittmanproject.com/is-aquacultu..."
31,2,bafyreif7ndcgihtue47nzgv3yzlxeebawqx7yabe65vdfodrfts2nfeviq,1.0,"Great question @aryn13.bsky.social ! 

The number one threat to marine biodiversity is... unsustainable overfishing practices.

Therefore the number one thing people can do to help is not to eat unsustainable seafood.

Note that I did not say ""give up all seafood."" Sustainable seafood exists."
31,3,bafyreifqcxgeedb4tjpmsdkuoo7lf7yydxiayhtuv7c3ttvzwnrf34ogzq,1.0,Critical to reestablishing Pirates world wide and stopping global warming...Ramen.
31,4,bafyreiejkdqsaubtmijelzrjc5vnn42jqroa3vnph5vktrqncgh3er72ja,1.0,"Today's Oarfish comes from Steve Carbol! This was made 
as a t-shirt to show the importance of stopping pollution, development of waterways, introduced species, climate change, and overfishing! Also maintaining diversity! #underwater #sealife #marine #fish #Oarfishdaily #marinelife #drawing #toys"
31,5,bafyreiekzpwnbblt4avfue7pablzqvuu4yzpsoxb34xh6nixmv755pvknq,1.0,"Pro tip: ocean-based salmon farming is not sustainable.

Land-based aquaculture farming - like 41 South in the Meander Valley area of northern Tasmania - is.

#auspol
#taspol
#environment"
32,1,bafyreiexximscozby6rovmxsyheh6dgpd7rbqvpgumhmsvtdvj5wva2mfe,1.0,"Likely don't need to worry about getting people...in a few years all these people will be looking for a place to live when theirs becomes unlivable. 

Climate Change Will Create 1.5 Billion Migrants by 2050 and We Have No Idea Where They’ll Go

www.vice.com/en/article/c..."
32,2,bafyreigfp2pkji4v5l6yxpxtozpzuahohptkgpfsqnpwn3gtkkrxoxxcki,1.0,"Breaking: World Bank warns that climate change could force 140 million people to migrate within their countries by 2050. The human cost of the climate crisis will be staggering. #ClimateMigration #GlobalCrisis if you have time, kindly read this: tinyurl.com/kindlyreadth..."
32,3,bafyreig2qtznmlrh4hieualqq6ccql7ky7lirqx4frt7eihp3e2nxbkznq,1.0,The one thing no one talks about is the effect human population will continue to cause with climate change. The only reason we got this far was because China created rice strains 7x more productive. This won’t help anyone anymore because we’ve used up all our water.
32,4,bafyreibz4fxww2uepnubkp22bc5tpvbeagag4rnzvlv7pq7oqikxoc6pxu,1.0,"Yep just saw your latest comment about how good infrastructure could collapse by 2028. Estimates vary, but about 1.4 billion people already displaced by climate change."
32,5,bafyreiexuft5mmufytdysaevh642k5udi7lutowlwoizhuiwxcvvjssvty,1.0,It’s very common to totally overlook climate change as a primary reason for human migration.  Been going on since humans first left Africa.
33,1,bafyreihot5artgygdhdl6ngy6ev4cvckfwfztagwxnuawny63zg7zyd6l4,1.0,"Very helpful to see countries publicly supporting the 90% by 2040 climate target again! 
It's good for competitiveness, innovation, reducing fossil fuel imports, cleantech leadership aaaaand the climate.

Time to work, we need agreement on 2040 & EU NDC before summer!
www.reuters.com/sustainabili..."
33,2,bafyreicu6avwe4yunik223em2mpatgdsidogemqlbjqmohnohokvfsu5bu,1.0,"How we keep warm at home accounts for 17% of the UK’s greenhouse gas emissions. The UK cannot reach net zero emissions, and end its contribution to climate change, without ending its reliance on natural gas as the dominant source of heating. @theconversation.com www.energy.ox.ac.uk/news_items/h..."
33,3,bafyreicwn4det3petwl6hqbwdys7v5vbhc7t53cz4pciy62fwac4gnyyou,1.0,"In a report published on Wednesday, the UK’s Climate Change Committee said the UK can reach net-zero emissions by 2050 while spending as little as 0.2% of the country’s gross domestic product or about £4.3 billion each year on average. That’s a 75% reduction from the committee’s previous […]"
33,4,bafyreibge6ccfcx4uup4oncaaxfe4pzylf4hxd2772osngdh43ui6relru,1.0,"One thing the UK should do immediately is to introduce reporting requirements for flying's ‘non-CO2 impacts’, mirroring an EU policy that begins in January. Contrail impacts are very bad for global warming but potentially very cheap to tackle."
33,5,bafyreiaxoprckn4clztt7hh4fawdkgfaxioidjtcmeytnxv4lwfigy7uli,1.0,"Oh look, the Net-Zero Banking Alliance will ask its members to vote on abandoning a pledge to align their $54tn in assets with the Paris Agreement goal of limiting global warming to 1.5C, according to the Financial Times.

#collapse"
34,1,bafyreibwkefpqobroe3amj6n3nkcxoutnfhkyhzo4lha22xmzqfigotdjm,1.0,"They also want ""sustainable fascism"" that won't self destruct in under a decade once fully installed."
34,2,bafyreibwfwovaarf3sij7slpjn7ndrcyz4wbfavdxlni265dfcbmftlyay,1.0,"I wonder how many anti-fascism fights, or climate change measures, or medical researches, could’ve been funded by that 10 minute joy ride into space?"
34,3,bafyreigby36c6ulnjvwxz4dwi7gy27zisfovsyrhekxdcocskfffd7be6q,1.0,Gotta pace myself because my honest response to a lot of what we’ve already seen today and will see for the next 4 years is “[particular fascist] should kill themself” and while I feel it and it’s objectively true it’s not a sustainable way to live
34,4,bafyreiekvkracp4s47hclkrsd4pov6bwvmd4j3z7qikbpmtdukrqo47xhm,1.0,"The systems set up to regulate us, imprison us, and exploit our labor are not sustainable. Even the FASCISTS understand this (you do not gotta hand it to em). This and the Luigi Mangione thing are just two dominoes falling…"
34,5,bafyreifqf45ti4f3l3yyh2o6xxt2ssdlw3y447lqhnrz5bts7soh53zh5u,1.0,"I woke up wondering if this is really what it's like living under Fascism's boot. Like we just wake up and go about our day while the country is on fire, trying to make a difference, but knowing it's futile. Just waiting it out because Facism isn't sustainable and hoping it ends before you die."
35,1,bafyreicvw7jfgwuioriupso7vsk3hdywdf7y3w7lucx356qfzmp2qjbray,1.0,"What I support 

Neurodiversity Awareness 🩷
Immigrant rights ✊🏼
LGBTQIA+ 🏳️‍🌈🏳️‍⚧️
BLM 🖤
Free Palestine 🇵🇸
Slava Ukraini 🇺🇦
Indigenous People 🫶
Women’s Rights 💖
Animal Rights 🐮
Human Rights 🫂
Pro-Choice ❤️‍🔥
Mental Health Awareness 🎗
Disability Awareness 
Climate Change Awareness 🍃
Love ❤️"
35,2,bafyreid3rsqd2i7ah3cono6m43ewvtdjxhba724nqmzyp5trsnpno3yjou,1.0,"the netanyahu regime is an organized crime/ terrorist regime that is a global and regional hub for human, weapons, and drug trafficking

the 21st century state will increasingly be defined by gangsterism, corruption, domestic repression, and cruelty toward migrants esp in the age of climate change"
35,3,bafyreidk7a3niq5nrggsi6vazxqof6z54vwyez3sbvd55hg6wloja64ehm,1.0,America has supplied the 2000 pound bombs used to pulverize Palestine into rubble. We support massive war on civilian populations by a war machine run by monsters. America has been twisted from a shining city on a hill to an industrial pollution spewing hellhole run by demons.
35,4,bafyreibxry3sefk73qx3aee5di22lc2dkn54kkwfdsgqrr56l7eyxxzvkm,1.0,"Hamas are behind global warming and a lack of investment in genuine emergency infrastructure, too, apparently 🙄"
35,5,bafyreiggfijtaol54yx2amy6bp34lj2zr3i2r54rttzqjefhmx7xlgj7a4,1.0,All those burned European forests will no longer hide the demolished villages and terraces of historic Palestine. Ecocide and climate change means Israel is living on borrowed time anyhow
36,1,bafyreihclhvhteydvxqte5z57tql6l7p2djlz5moxgyqwqntmlgazropey,1.0,"Climate Change Is Putting Everyone's Livelihood at Stake, Says Sabrina Elba - TIME"
36,2,bafyreigpmxypbdgg3pshbrcbud36cyppoulr6g5l7rz7fj6cxbmxmllfau,1.0,"Could explain a lot.
Why she is convinced that we are behind the global warming curve.
Why she never uses planes.
Her fashion sense😁."
36,3,bafyreig3wglvwrau76pc4k3tiaqd7pl2lwvvb573ihjlrnsvdgrrxwsvhm,1.0,"'she now believes that nowhere is truly safe from climate change.'
More denial and deflection. No place is truly safe, but there are areas that have less risk. Living in mountain valleys is a high risk area, only fools will rebuild.
www.denver7.com/about/70-yea..."
36,4,bafyreidduvd33xlba2sk3dgeijc53iye5zjvnhmwa2oewaxipoa2db5bqu,1.0,She is - racist. period/ she might care about climate change but not more than she cares about pushing racism.  Not a victim.
36,5,bafyreidld5om35nxs2hgubuzag5r4h3usztbrjwowck54ackl42sq47zp4,1.0,"it could have been worse! at least gabbard acknowledged ""occurrences within the environment"" when she *could* have said ""we don't do climate change crap"" 🙄"
37,1,bafyreidembk3mysuuzbm5wobzrw6x7dkgzhbudekse2ussu7mwqcpgh5ai,1.0,I did.  She sounded like she was pro-fracking. Made a note of it. Still voted for her. That's it
37,2,bafyreigmprd7cqbcg6vcgjy4dhgd3x3wsr5kev7pcmfiw6mkr2of5joofy,1.0,She also said she was against fracking and for Medicare for all. She promising free ponies next?
37,3,bafyreif4gweu2mx4ej7rehwi6ewlpvcj52jqbe6fvfoeufztmqb5czdtju,1.0,Kamala’s flip-flopping on fracking starting to look pretty good right now isn’t it?
37,4,bafyreiam64qlshskusoz3badyfdqgv7n5vew57sahux5bqaaizt5flpbym,1.0,She always speaks the fracking truth
37,5,bafyreictmskcvbndxkzd5z7nxe6wgyvcktcbcdp74bguowndnf6gccxzde,1.0,"Harris claims ad quoting her 2019 vow to ban fracking is 'mischaracterization' to make people 'afraid' of her
->Fox News | #Fracking #ClimateChange #PresidentHarris | More info from EcoSearch"
38,1,bafyreie6st4b53cgyem5qmacbckjyuyztlyrix4gvgfadsptx3oqb6jjku,1.0,"If Kamala made the GREEN NEW DEAL the centerpiece of her campaign, she would have won IN A LANDSLIDE!  Let's stop repeating the mistakes of the past and actually start learning from them.  It's NOT ""the economy stupid"", IT'S THE ENVIRONMENT!"
38,2,bafyreibbyt2gsmonzygh2tyqx4rouralcq7qq2jfflzl7rivg6jtkzja6i,1.0,"Klobuchar has routinely been voting for Trump's nominees. One example: she's the ranking member of the Ag committee and yet she voted for Brooke Rollins, a climate change denier, to be Secretary of Agriculture."
38,3,bafyreie2tjpqk4hnofwrj4ve4agd4uj6te6rs3wk53d5m2olfdhb2n7yyi,1.0,Her dodgy deals on migration. Only good work she's done is on Ukraine + Green New deal which is mainly why she's being reelected
38,4,bafyreihu3a53uq4t6lpupc3k2ivnqejotj65gu427m4fkp5kxzlzfjs7bm,1.0,"I'm not a fan because I don't like her fans, and because I think she bungled the Green New Deal and student debt relief.

I think she undermines the work of Dems like Lauren Underwood and Jamie Raskin."
38,5,bafyreihazjqxxb36vek3speqhf73r6vj5jux3eipc7i4wq4ptsahfotlwi,1.0,"Dem Party did right.

Even old and with cancer, Connelly is still ranked the #1 most productive member of Congress.

AOC voted against Infrastructure, voted against green energy, voted against Russian sanctions, gets little done, but she does tweet about lipstick."
39,1,bafyreifdbnsk6movuib3mgq5nbqp7isnvba5h6vfbji43hbt5a7qd3wfm4,1.0,"I look forward to it. I presume Musk retains some rational thoughts and accepts scientists opinions on climate change, and so is completely at odds with his new protege and chums."
39,2,bafyreicn4preqwh67ntwt3rgdsva7mjg3ygpv6u7yi7pztqepczkuc6the,1.0,"Musk posted on 23 May that he wants at least 1% of Earth resources directed to his fantasy of making humanity multiplanetary in his lifetime.

This after his puppet President killed climate change funding and DOGE cut NOAA, NWS, FEMA, etc.

But it’s not all going his way."
39,3,bafyreiaxikggr3pchp7vrzbxx7agqe3ifhlgcekgkti26olenuscw3qdaa,1.0,"Here’s the response from Elon Musk’s AI bot Grok on why he’s backing climate change deniers like Trump and Reform. 

bsky.app/profile/mike..."
39,4,bafyreiffiseydcuockk5rtvytpqex7kwblho4qyj2ivhlmn26kiowhcl54,1.0,"Just checked the DOGE website, DOGE.gov. Their so called “accomplishments” focus only on political talking points, such as DEI, climate change and the Dept of Education. There’s nothing about things Musk actually knows about, like rockets, cars, etc.! It’s just another con."
39,5,bafyreibaally3c6o2ujl7wqgttapcoulypisarifphwave5suttconwqbi,1.0,WaPo: “Musk’s Face-Melting Innovation Delivers Blow to Unproven Theory of Climate Change”
40,1,bafyreicbthrijokd6ik4waxmkydsquukyywgvxet7olchhndb4mbztoosu,1.0,"In fairness, Bridenstien was a climate change denier, but changed his mind after hearing directly from NASA climate scientists. 

But, yes...not sure how to feel. Have to wait and see."
40,2,bafyreiar3df4lg7n7sdqm3vg2zvteu67dkno2zha7wz4wlxfkmd5tnbes4,1.0,Trump is adding to the global warming by removing our country from the Paris Accord. He is just going to make the national disasters in this world even worse. This a moronic move on his part. Only a total Moron would do this.
40,3,bafyreiet5cwgesensimsn65mdese6v2ihtczhiotq5zogh4jdllbdlpl2y,1.0,"IT  IS  GETTING  COOLER

According to Trump Science in 2020 it was supposed to get cooler in California.

Trump Science is also known as 'Lies benefiting Billionaires'.

The fossil fuel industri billionaires donating to Trump agrees with him by the way.

www.youtube.com/watch?v=gaG_..."
40,4,bafyreibvbdozcvueofwoqmdidds5ta6ei4vebyb5s5fkdc3l7vzk2lfkfa,1.0,"Donald Trump shows his commitment to ""populism"" by telling his own voters that they are on their own when climate change floods their communities and inundates their homes.
www.nytimes.com/2025/02/20/c..."
40,5,bafyreibk7yzhobvwwuttfhvwolboh2kybtfqwu64kjoul2wyb3lvv2yvye,1.0,"Senator Bernie Sanders questioned Trump’s EPA nominee, Lee Zeldin, who acknowledged climate change is real but avoided addressing whether human activity worsens it or its harmful effects. This reflects a common MAGA strategy of admitting climate change exists while denying the need for action."
41,1,bafyreiff546jijk62lchgifxkmvzyob624ev26t34qse3iawecabr4bopm,1.0,Climate change (overpopulation) altering jet stream.  Wildfires in New Jersey And New York in March.         Does anyone care?
41,2,bafyreid7cvaqmkfxdgk6xy7inqpt3emmx7paflc5e2k5m2d2adgp32r6dy,1.0,"I grew up in Simi Valley in the 70's/80's, and we had fires all the time, but the hills weren't built on. Since then, they've built on every single available inch of land, so the fires, which are now more frequent and larger due to climate change, now destroy homes and threaten lives."
